,name,id,sj_0,sj_1,in_offset,out_offset,dx,roughness,shape,g1,g2,g3,g4,Q_0,h_0,ctrl,A_s,A_c,C,dx_uk,dx_dk,C_uk,C_dk,friction_method
171,176,171,157,158,0,0,152.4,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
172,177,172,331,164,0,0,457.20000000000005,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
173,178,173,157,154,0,0,243.84,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
174,179,174,154,153,0,0,243.84,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
175,180,175,155,154,0,0,306.324,120.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
176,181,176,156,155,0,0,274.32,120.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
177,182,177,133,156,0,0,610.3620000000001,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
178,183,178,134,133,0,0,777.0876000000001,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
179,184,179,135,134,0,0,289.16376,120.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
180,185,180,140,135,0,0,221.89440000000002,120.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
181,186,181,136,135,0,0,185.40984,120.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
182,187,182,137,136,0,0,215.52408000000003,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
183,188,183,138,137,0,0,91.44,120.0,force_main,0.6095999999999999,1e-05,0,0,0,0.6095999999999999,False,0.001,0,0,0,0,0,0,hw
